"U:0","U:1","U:2","alpha.water","epsilon","k","nut","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.073055,-0.0081257,0.010568,3.9065e-12,18.589,0.1661,0.0002186,3.0298,0.2099,1,0.01443,0.55,0.0025,0.01443
0.071181,-0.010896,0.013574,3.8572e-12,18.492,0.16569,0.00022746,3.0272,0.20743,1,0.014445,0.55,0.0025,0.014445
0.069307,-0.013665,0.01658,3.8078e-12,18.396,0.16529,0.00023631,3.0246,0.20496,1,0.01446,0.55,0.0025,0.01446
0.067434,-0.016436,0.019586,3.7584e-12,18.3,0.16489,0.00024517,3.022,0.20249,1,0.014475,0.55,0.0025,0.014475
0.06556,-0.019205,0.022592,3.709e-12,18.204,0.16448,0.00025403,3.0195,0.20002,1,0.01449,0.55,0.0025,0.01449
0.063686,-0.021975,0.025598,3.6596e-12,18.108,0.16408,0.00026289,3.0169,0.19754,1,0.014505,0.55,0.0025,0.014505
0.061812,-0.024745,0.028604,3.6103e-12,18.012,0.16368,0.00027175,3.0143,0.19507,1,0.01452,0.55,0.0025,0.01452
0.059938,-0.027515,0.03161,3.5609e-12,17.916,0.16327,0.00028061,3.0117,0.1926,1,0.014535,0.55,0.0025,0.014535
0.058065,-0.030285,0.034616,3.5115e-12,17.819,0.16287,0.00028947,3.0091,0.19013,1,0.01455,0.55,0.0025,0.01455
0.056191,-0.033055,0.037621,3.4621e-12,17.723,0.16247,0.00029833,3.0065,0.18766,1,0.014565,0.55,0.0025,0.014565
0.054317,-0.035825,0.040627,3.4127e-12,17.627,0.16206,0.00030719,3.0039,0.18519,1,0.01458,0.55,0.0025,0.01458
0.052443,-0.038595,0.043633,3.3634e-12,17.531,0.16166,0.00031604,3.0013,0.18272,1,0.014595,0.55,0.0025,0.014595
0.050569,-0.041364,0.046639,3.314e-12,17.435,0.16126,0.0003249,2.9987,0.18025,1,0.01461,0.55,0.0025,0.01461
0.048695,-0.044134,0.049645,3.2646e-12,17.339,0.16086,0.00033376,2.9961,0.17777,1,0.014625,0.55,0.0025,0.014625
0.046822,-0.046904,0.052651,3.2152e-12,17.242,0.16045,0.00034262,2.9935,0.1753,1,0.01464,0.55,0.0025,0.01464
0.044948,-0.049674,0.055657,3.1659e-12,17.146,0.16005,0.00035148,2.9909,0.17283,1,0.014655,0.55,0.0025,0.014655
0.043324,-0.052347,0.058373,3.1232e-12,17.058,0.15967,0.00036922,2.9877,0.16978,1,0.01467,0.55,0.0025,0.01467
0.042577,-0.054681,0.060076,3.1039e-12,16.997,0.1594,0.00041805,2.9825,0.16469,1,0.014685,0.55,0.0025,0.014685
0.041829,-0.057015,0.061778,3.0847e-12,16.936,0.15913,0.00046687,2.9773,0.1596,1,0.0147,0.55,0.0025,0.0147
0.041081,-0.059349,0.063481,3.0654e-12,16.875,0.15885,0.0005157,2.972,0.15451,1,0.014715,0.55,0.0025,0.014715
0.040334,-0.061683,0.065184,3.0461e-12,16.814,0.15858,0.00056453,2.9668,0.14943,1,0.01473,0.55,0.0025,0.01473
0.039586,-0.064017,0.066887,3.0269e-12,16.753,0.1583,0.00061335,2.9615,0.14434,1,0.014745,0.55,0.0025,0.014745
0.038839,-0.066351,0.068589,3.0076e-12,16.692,0.15803,0.00066218,2.9563,0.13925,1,0.01476,0.55,0.0025,0.01476
0.038091,-0.068685,0.070292,2.9884e-12,16.631,0.15776,0.000711,2.951,0.13416,1,0.014775,0.55,0.0025,0.014775
0.037344,-0.071019,0.071994,2.9691e-12,16.571,0.15748,0.00075983,2.9458,0.12907,1,0.01479,0.55,0.0025,0.01479
0.036596,-0.073353,0.073697,2.9499e-12,16.51,0.15721,0.00080865,2.9406,0.12399,1,0.014805,0.55,0.0025,0.014805
0.035848,-0.075687,0.0754,2.9306e-12,16.449,0.15693,0.00085748,2.9353,0.1189,1,0.01482,0.55,0.0025,0.01482
0.035101,-0.078021,0.077103,2.9114e-12,16.388,0.15666,0.00090631,2.9301,0.11381,1,0.014835,0.55,0.0025,0.014835
0.034353,-0.080355,0.078805,2.8921e-12,16.327,0.15639,0.00095513,2.9248,0.10872,1,0.01485,0.55,0.0025,0.01485
0.033606,-0.082688,0.080508,2.8729e-12,16.266,0.15611,0.001004,2.9196,0.10363,1,0.014865,0.55,0.0025,0.014865
0.032858,-0.085022,0.082211,2.8536e-12,16.205,0.15584,0.0010528,2.9144,0.098546,1,0.01488,0.55,0.0025,0.01488
0.032111,-0.087356,0.083913,2.8343e-12,16.144,0.15556,0.0011016,2.9091,0.093458,1,0.014895,0.55,0.0025,0.014895
0.031363,-0.08969,0.085616,2.8151e-12,16.083,0.15529,0.0011504,2.9039,0.08837,1,0.01491,0.55,0.0025,0.01491
0.030615,-0.092024,0.087319,2.7958e-12,16.022,0.15502,0.0011993,2.8986,0.083281,1,0.014925,0.55,0.0025,0.014925
0.029868,-0.094358,0.089021,2.7766e-12,15.961,0.15474,0.0012481,2.8934,0.078193,1,0.01494,0.55,0.0025,0.01494
0.02912,-0.096692,0.090724,2.7573e-12,15.9,0.15447,0.0012969,2.8882,0.073105,1,0.014955,0.55,0.0025,0.014955
0.028373,-0.099026,0.092427,2.7381e-12,15.839,0.15419,0.0013457,2.8829,0.068017,1,0.01497,0.55,0.0025,0.01497
0.027625,-0.10136,0.094129,2.7188e-12,15.779,0.15392,0.0013946,2.8777,0.062929,1,0.014985,0.55,0.0025,0.014985
0.026877,-0.10369,0.095832,2.6996e-12,15.718,0.15364,0.0014434,2.8724,0.057841,1,0.015,0.55,0.0025,0.015
